campus,method,survey_year,year,site,latitude,longitude,MPA_Name,site_designation,site_status
UCSB,SBTL_FISH,1999,1999,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2006,2006,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH_NPS,2008,2008,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2005,2005,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC_NPS,2008,2008,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,2009,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH_CRANE,2004,2004,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,2007,2007,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2008,2008,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,2007,2007,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_QUAD,2009,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,2009,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2009,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2009,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC_NPS,2008,2008,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,2007,2007,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,2007,2007,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH_CRANE,2004,2004,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_QUAD,2009,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2006,2006,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,2009,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,1999,1999,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH_NPS,2008,2008,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2005,2005,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,1999,1999,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,2009,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2008,2008,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,1999,1999,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,2007,2007,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,2007,2007,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH,2009,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC,2009,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_QUAD,2009,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2008,2008,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_SWATH_NPS,2008,2008,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_UPC_NPS,2008,2008,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2005,2005,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2009,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2006,2006,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2011,2011,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2017,2017,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2008,2008,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2009,2009,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2018,2018,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2019,2019,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2006,2006,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2012,2012,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2010,2010,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2009,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2009,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2008,2008,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2009,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2008,2008,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_QUAD,2007,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2009,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2005,2005,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2007,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2007,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2008,2008,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2006,2006,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2008,2008,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2007,2007,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2007,2007,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_QUAD,2009,2009,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2008,2008,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2006,2006,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2009,2009,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2008,2008,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2009,2009,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_QUAD,2007,2007,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2005,2005,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2009,2009,ANACAPA_EAST_FISH_CAMP_E,34.0045,-119.385783,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2009,2009,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2006,2006,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_QUAD,2007,2007,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2007,2007,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2007,2007,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2009,2009,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2008,2008,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_SWATH,2007,2007,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_QUAD,2009,2009,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2008,2008,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2005,2005,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_FISH,2009,2009,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,2008,2008,ANACAPA_EAST_FISH_CAMP_W,34.003083,-119.404167,Anacapa Island SMR,reference,reference
UCSB,SBTL_UPC,1999,1999,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2000,2000,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2004,2004,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2010,2010,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2001,2001,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2002,2002,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2006,2006,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2003,2003,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2000,2000,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SIZEFREQ,2012,2012,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2015,2015,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2005,2005,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2007,2007,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2006,2006,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2005,2005,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2002,2002,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2012,2012,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2008,2008,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2014,2014,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SIZEFREQ,2016,2016,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2009,2009,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2003,2003,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2014,2014,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2016,2016,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2013,2013,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2018,2018,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2003,2003,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2007,2007,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2005,2005,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2013,2013,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2006,2006,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2001,2001,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SIZEFREQ,2014,2014,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2009,2009,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,1999,1999,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2006,2006,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2007,2007,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2001,2001,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2019,2019,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2015,2015,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2016,2016,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2009,2009,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2009,2009,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2008,2008,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2012,2012,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2014,2014,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2000,2000,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2016,2016,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2018,2018,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SIZEFREQ,2011,2011,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2010,2010,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2002,2002,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2008,2008,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2015,2015,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2005,2005,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2019,2019,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2004,2004,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2007,2007,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2018,2018,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2002,2002,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2004,2004,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2003,2003,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2010,2010,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2011,2011,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2000,2000,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2012,2012,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2004,2004,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2001,2001,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2017,2017,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,1999,1999,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2011,2011,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2019,2019,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2011,2011,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2017,2017,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2017,2017,ANACAPA_EAST_ISLE_CEN,34.017667,-119.363683,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2010,2010,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2001,2001,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2001,2001,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2015,2015,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2004,2004,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2015,2015,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2018,2018,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,1999,1999,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2002,2002,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2012,2012,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2001,2001,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2005,2005,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2004,2004,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2016,2016,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2003,2003,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2017,2017,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2012,2012,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2006,2006,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2010,2010,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2013,2013,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2016,2016,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SIZEFREQ,2014,2014,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,1999,1999,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_WINTERFISH,2002,2002,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2006,2006,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2004,2004,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2001,2001,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2002,2002,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,2019,2019,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_UPC,2017,2017,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_QUAD,2005,2005,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2000,2000,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_FISH,2019,2019,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
UCSB,SBTL_SWATH,1999,1999,ANACAPA_EAST_ISLE_E,34.017033,-119.361133,Anacapa Island SMR,SMR,MPA
